observationID,obsGroupID,periodID,costInput,costDriverInput,costActivity,dataGranularityL1,dataGranularityL2,dataGranularityL3,dataGranularityL4,isGranular,runtTimeVersion,PK_ID,Source
17,8,202411,1945203.312,1680088.181,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,17_8_1,Business Input
18,8,202412,3028540.555,1832679.378,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,18_8_1,Business Input
19,8,202501,3696211.614,1555407.098,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,19_8_1,Business Input
20,8,202502,4699888.082,1648037.979,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,20_8_1,Business Input
21,8,202503,4756549.698,1753682.919,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,21_8_1,Business Input
22,8,202504,4746506.297,1734957.112,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,22_8_1,Business Input
23,8,202505,4815013.398,1826164.535,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,23_8_1,Business Input
24,8,202506,4842761.673,1876886.44,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,24_8_1,Business Input
1,9,202307,1869430.584,1706819.607,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,1_9_1,Business Input
2,9,202308,1844246.334,1659863.859,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,2_9_1,Business Input
3,9,202309,1749444.407,1483106.741,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,3_9_1,Business Input
4,9,202310,2903194.337,1855547.889,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,4_9_1,Business Input
5,9,202311,2990885.001,1740557.016,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,5_9_1,Business Input
6,9,202312,3058964.765,1834171.013,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,6_9_1,Business Input
7,9,202401,1827475.751,1628595.298,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,7_9_1,Business Input
8,9,202402,1825996.954,1625838.098,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,8_9_1,Business Input
9,9,202403,1821999.638,1618385.147,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,9_9_1,Business Input
10,9,202404,2960823.765,1962997.305,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,10_9_1,Business Input
11,9,202405,3691356.589,1445191.552,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,11_9_1,Business Input
12,9,202406,3189842.851,1744526.126,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,12_9_1,Business Input
13,9,202407,1874984.203,1717174.267,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,13_9_1,Business Input
14,9,202408,1831592.734,1636271.365,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,14_9_1,Business Input
15,9,202409,1715099.914,1419071.824,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,15_9_1,Business Input
16,9,202410,1852318.939,1674915.14,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,16_9_1,Business Input
17,9,202411,2125423.039,1680088.181,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,17_9_1,Business Input
18,9,202412,2920417.22,1832679.378,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,18_9_1,Business Input
19,9,202501,3696211.614,1555407.098,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,19_9_1,Business Input
20,9,202502,4699888.082,1648037.979,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,20_9_1,Business Input
21,9,202503,4756549.698,1753682.919,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,21_9_1,Business Input
22,9,202504,4746506.297,1734957.112,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,22_9_1,Business Input
23,9,202505,4932546.827,1826164.535,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,23_9_1,Business Input
24,9,202506,5044091.559,1876886.44,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,24_9_1,Business Input
1,10,202307,1869430.584,1706819.607,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,1_10_1,Business Input
2,10,202308,1844246.334,1659863.859,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,2_10_1,Business Input
3,10,202309,1749444.407,1483106.741,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,3_10_1,Business Input
4,10,202310,2903194.337,1855547.889,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,4_10_1,Business Input
5,10,202311,3298950.065,1740557.016,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,5_10_1,Business Input
6,10,202312,3796769.34,1834171.013,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,6_10_1,Business Input
7,10,202401,1827475.751,1628595.298,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,7_10_1,Business Input
8,10,202402,1825996.954,1625838.098,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,8_10_1,Business Input
9,10,202403,1821999.638,1618385.147,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,9_10_1,Business Input
10,10,202404,2960823.765,1962997.305,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,10_10_1,Business Input
11,10,202405,4295945.632,1445191.552,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,11_10_1,Business Input
12,10,202406,3657672.495,1744526.126,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,12_10_1,Business Input
13,10,202407,1874984.203,1717174.267,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,13_10_1,Business Input
14,10,202408,1831592.734,1636271.365,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,14_10_1,Business Input
15,10,202409,1715099.914,1419071.824,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,15_10_1,Business Input
16,10,202410,1852318.939,1674915.14,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,16_10_1,Business Input
17,10,202411,2323664.739,1680088.181,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,17_10_1,Business Input
18,10,202412,2940076.008,1832679.378,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,18_10_1,Business Input
19,10,202501,3696211.614,1555407.098,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,19_10_1,Business Input
20,10,202502,4699888.082,1648037.979,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,20_10_1,Business Input
21,10,202503,4756549.698,1753682.919,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,21_10_1,Business Input
22,10,202504,4746506.297,1734957.112,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,22_10_1,Business Input
23,10,202505,4952135.732,1826164.535,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,23_10_1,Business Input
24,10,202506,5658147.711,1876886.44,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,24_10_1,Business Input
1,11,202307,1869430.584,1706819.607,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,1_11_1,Business Input
2,11,202308,1844246.334,1659863.859,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,2_11_1,Business Input
3,11,202309,1749444.407,1483106.741,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,3_11_1,Business Input
4,11,202310,2903194.337,1855547.889,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,4_11_1,Business Input
5,11,202311,3588344.518,1740557.016,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,5_11_1,Business Input
6,11,202312,3393436.172,1834171.013,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,6_11_1,Business Input
7,11,202401,1827475.751,1628595.298,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,7_11_1,Business Input
8,11,202402,1825996.954,1625838.098,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,8_11_1,Business Input
9,11,202403,1821999.638,1618385.147,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,9_11_1,Business Input
10,11,202404,2960823.765,1962997.305,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,10_11_1,Business Input
11,11,202405,4249438.783,1445191.552,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,11_11_1,Business Input
12,11,202406,3274052.187,1744526.126,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,12_11_1,Business Input
13,11,202407,1874984.203,1717174.267,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,13_11_1,Business Input
14,11,202408,1831592.734,1636271.365,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,14_11_1,Business Input
15,11,202409,1715099.914,1419071.824,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,15_11_1,Business Input
16,11,202410,1852318.939,1674915.14,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,16_11_1,Business Input
17,11,202411,2512895.452,1680088.181,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,17_11_1,Business Input
18,11,202412,2959734.796,1832679.378,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,18_11_1,Business Input
19,11,202501,3696211.614,1555407.098,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,19_11_1,Business Input
20,11,202502,4699888.082,1648037.979,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,20_11_1,Business Input
21,11,202503,4756549.698,1753682.919,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,21_11_1,Business Input
22,11,202504,4746506.297,1734957.112,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,22_11_1,Business Input
23,11,202505,5285147.113,1826164.535,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,23_11_1,Business Input
24,11,202506,5557482.768,1876886.44,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,24_11_1,Business Input
1,12,202307,1869430.584,1706819.607,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,1_12_1,Business Input
2,12,202308,1844246.334,1659863.859,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,2_12_1,Business Input
3,12,202309,1749444.407,1483106.741,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,3_12_1,Business Input
4,12,202310,1949199.523,1855547.889,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,4_12_1,Business Input
5,12,202311,2438308.3,1740557.016,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,5_12_1,Business Input
6,12,202312,2183669.106,1834171.013,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,6_12_1,Business Input
7,12,202401,1827475.751,1628595.298,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,7_12_1,Business Input
8,12,202402,1825996.954,1625838.098,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,8_12_1,Business Input
9,12,202403,1821999.638,1618385.147,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,9_12_1,Business Input
10,12,202404,2006828.952,1962997.305,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,10_12_1,Business Input
11,12,202405,2023652.351,1445191.552,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,11_12_1,Business Input
12,12,202406,2460406.267,1744526.126,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,12_12_1,Business Input
13,12,202407,1874984.203,1717174.267,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,13_12_1,Business Input
14,12,202408,1831592.734,1636271.365,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,14_12_1,Business Input
15,12,202409,1715099.914,1419071.824,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,15_12_1,Business Input
16,12,202410,1852318.939,1674915.14,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,16_12_1,Business Input
17,12,202411,2026302.189,1680088.181,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,17_12_1,Business Input
18,12,202412,1986081.194,1832679.378,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,18_12_1,Business Input
19,12,202501,1788221.986,1555407.098,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,19_12_1,Business Input
20,12,202502,1837903.64,1648037.979,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,20_12_1,Business Input
21,12,202503,1894565.256,1753682.919,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,21_12_1,Business Input
22,12,202504,1884521.855,1734957.112,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,22_12_1,Business Input
23,12,202505,2619051.719,1826164.535,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,23_12_1,Business Input
24,12,202506,1970710.737,1876886.44,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,24_12_1,Business Input
1,13,202307,1869430.584,1706819.607,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,1_13_1,Business Input
2,13,202308,1844246.334,1659863.859,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,2_13_1,Business Input
3,13,202309,1749444.407,1483106.741,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,3_13_1,Business Input
4,13,202310,2903194.337,1855547.889,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,4_13_1,Business Input
5,13,202311,2888196.647,1740557.016,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,5_13_1,Business Input
6,13,202312,3796769.34,1834171.013,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,6_13_1,Business Input
7,13,202401,1827475.751,1628595.298,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,7_13_1,Business Input
8,13,202402,1825996.954,1625838.098,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,8_13_1,Business Input
9,13,202403,1821999.638,1618385.147,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,9_13_1,Business Input
10,13,202404,2960823.765,1962997.305,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,10_13_1,Business Input
11,13,202405,4830774.4,1445191.552,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,11_13_1,Business Input
12,13,202406,3545393.381,1744526.126,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,12_13_1,Business Input
13,13,202407,1874984.203,1717174.267,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,13_13_1,Business Input
14,13,202408,1831592.734,1636271.365,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,14_13_1,Business Input
15,13,202409,1715099.914,1419071.824,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,15_13_1,Business Input
16,13,202410,1852318.939,1674915.14,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,16_13_1,Business Input
17,13,202411,1999269.23,1680088.181,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,17_13_1,Business Input
18,13,202412,3569157.23,1832679.378,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,18_13_1,Business Input
19,13,202501,3696211.614,1555407.098,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,19_13_1,Business Input
20,13,202502,4699888.082,1648037.979,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,20_13_1,Business Input
21,13,202503,4756549.698,1753682.919,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,21_13_1,Business Input
22,13,202504,4746506.297,1734957.112,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,22_13_1,Business Input
23,13,202505,5637747.399,1826164.535,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,23_13_1,Business Input
24,13,202506,5607815.239,1876886.44,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,24_13_1,Business Input
1,14,202307,1869430.584,1706819.607,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,1_14_1,Business Input
2,14,202308,1844246.334,1659863.859,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,2_14_1,Business Input
3,14,202309,1749444.407,1483106.741,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,3_14_1,Business Input
4,14,202310,2903194.337,1855547.889,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,4_14_1,Business Input
5,14,202311,2897531.952,1740557.016,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,5_14_1,Business Input
6,14,202312,3432785.75,1834171.013,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,6_14_1,Business Input
7,14,202401,1827475.751,1628595.298,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,7_14_1,Business Input
8,14,202402,1825996.954,1625838.098,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,8_14_1,Business Input
9,14,202403,1821999.638,1618385.147,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,9_14_1,Business Input
10,14,202404,2960823.765,1962997.305,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,10_14_1,Business Input
11,14,202405,3947144.261,1445191.552,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,11_14_1,Business Input
12,14,202406,2871718.694,1744526.126,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,12_14_1,Business Input
13,14,202407,1874984.203,1717174.267,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,13_14_1,Business Input
14,14,202408,1831592.734,1636271.365,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,14_14_1,Business Input
15,14,202409,1715099.914,1419071.824,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,15_14_1,Business Input
16,14,202410,1852318.939,1674915.14,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,16_14_1,Business Input
17,14,202411,1981247.257,1680088.181,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,17_14_1,Business Input
18,14,202412,3303763.59,1832679.378,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,18_14_1,Business Input
19,14,202501,3696211.614,1555407.098,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,19_14_1,Business Input
20,14,202502,4699888.082,1648037.979,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,20_14_1,Business Input
21,14,202503,4756549.698,1753682.919,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,21_14_1,Business Input
22,14,202504,4746506.297,1734957.112,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,22_14_1,Business Input
23,14,202505,5245969.303,1826164.535,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,23_14_1,Business Input
24,14,202506,5154822.996,1876886.44,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,24_14_1,Business Input
1,15,202307,1869430.584,1706819.607,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,1_15_1,Business Input
2,15,202308,1844246.334,1659863.859,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,2_15_1,Business Input
3,15,202309,1749444.407,1483106.741,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,3_15_1,Business Input
4,15,202310,2903194.337,1855547.889,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,4_15_1,Business Input
5,15,202311,3943086.106,1740557.016,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,5_15_1,Business Input
6,15,202312,3540997.087,1834171.013,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,6_15_1,Business Input
7,15,202401,1827475.751,1628595.298,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,7_15_1,Business Input
8,15,202402,1825996.954,1625838.098,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,8_15_1,Business Input
9,15,202403,1821999.638,1618385.147,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,9_15_1,Business Input
10,15,202404,2960823.765,1962997.305,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,10_15_1,Business Input
11,15,202405,4605991.295,1445191.552,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,11_15_1,Business Input
12,15,202406,3872874.131,1744526.126,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,12_15_1,Business Input
13,15,202407,1874984.203,1717174.267,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,13_15_1,Business Input
14,15,202408,1831592.734,1636271.365,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,14_15_1,Business Input
15,15,202409,1715099.914,1419071.824,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,15_15_1,Business Input
16,15,202410,1852318.939,1674915.14,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,16_15_1,Business Input
17,15,202411,3251796.332,1680088.181,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,17_15_1,Business Input
18,15,202412,4247385.423,1832679.378,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,18_15_1,Business Input
19,15,202501,3696211.614,1555407.098,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,19_15_1,Business Input
20,15,202502,4699888.082,1648037.979,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,20_15_1,Business Input
21,15,202503,4756549.698,1753682.919,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,21_15_1,Business Input
22,15,202504,4746506.297,1734957.112,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,22_15_1,Business Input
23,15,202505,5980553.232,1826164.535,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,23_15_1,Business Input
24,15,202506,6594331.68,1876886.44,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,24_15_1,Business Input
1,16,202307,1869430.584,1706819.607,Route 001,Belgium,Brussels,1) 0%,0% - 100%,Y,202506081933,1_16_1,Business Input
2,16,202308,1844246.334,1659863.859,Route 001,Belgium,Brussels,1) 0%,0% - 100%,Y,202506081933,2_16_1,Business Input
3,16,202309,1749444.407,1483106.741,Route 001,Belgium,Brussels,1) 0%,0% - 100%,Y,202506081933,3_16_1,Business Input
